Gene,Annotation,Median_GSS,PCC
C4orf54,Colon Tissue,0.0,0.019206991744198796
DERL3,Colon Tissue,0.0,0.019206959397702856
GPR68,Colon Tissue,0.0,0.019202186643870387
LRTM2,Colon Tissue,0.0,0.019194871562043685
KDM2B,Colon Tissue,0.0,0.019185038470554604
AARSD1,Colon Tissue,0.0,0.019176521077885283
SPDYA,Colon Tissue,0.0,0.019166845912833807
SFT2D1,Colon Tissue,0.0,0.019154026198661238
LAT,Colon Tissue,0.0,0.019149905652802838
PRSS27,Colon Tissue,0.0,0.019146582699110664
KLF13,Colon Tissue,0.0,0.019135994296762816
TAFA3,Colon Tissue,0.0,0.019120021283178912
UROD,Colon Tissue,0.0,0.019114185737413567
MS4A18,Colon Tissue,0.0,0.019093486721777228
OTULIN,Colon Tissue,0.0,0.019071792234717395
ZNF784,Colon Tissue,0.0,0.01906746506088277
UBTD1,Colon Tissue,0.0,0.019058996513662312
RABGAP1L,Colon Tissue,0.0,0.019051607782187053
PXDC1,Colon Tissue,0.0,0.019037373248713046
AGER,Colon Tissue,0.0,0.019028221970693465
LRRC23,Colon Tissue,0.0,0.01899141250414192
WDR20,Colon Tissue,0.0,0.01896114787977169
AVP,Colon Tissue,0.0,0.01892762059139461
DRGX,Colon Tissue,0.0,0.018924733036964275
GAL3ST2,Colon Tissue,0.0,0.018922789073067436
WDR70,Colon Tissue,0.0,0.018905223534830932
RNF214,Colon Tissue,0.0,0.018881348917559354
RNF151,Colon Tissue,0.0,0.018877951191994338
CD209,Colon Tissue,0.0,0.018844780952360342
CPT1B,Colon Tissue,0.0,0.018840774420526743
ZNF106,Colon Tissue,0.0,0.018829090338576625
PDGFD,Colon Tissue,0.0,0.01881549503176108
NUDCD1,Colon Tissue,0.0,0.01881310001839426
RSBN1L,Colon Tissue,0.0,0.018802323128838432
TCF7L1,Colon Tissue,0.0,0.018761883950491203
VRK2,Colon Tissue,0.0,0.018753984291546327
CD5,Colon Tissue,0.0,0.018743553465222162
FADS2,Colon Tissue,0.0,0.0187397903771209
STAC2,Colon Tissue,0.0,0.0187292228575524
NPTX2,Colon Tissue,0.0,0.018719667328488485
IRF2,Colon Tissue,0.0,0.018719428518989147
ZFP82,Colon Tissue,0.0,0.01871125677879561
SNRNP70,Colon Tissue,0.0,0.018710874139471975
ACTR6,Colon Tissue,0.0,0.01871056106807375
TBXAS1,Colon Tissue,0.0,0.018700358549402926
PNLIP,Colon Tissue,0.0,0.018693986413259783
PLA2G5,Colon Tissue,0.0,0.018685032941095085
CCNJ,Colon Tissue,0.0,0.018664252455358632
DCST2,Colon Tissue,0.0,0.018645827506816835
PRPF19,Colon Tissue,0.0,0.018635708897915895
DIO3,Colon Tissue,0.0,0.01863191330071494
SHC3,Colon Tissue,0.0,0.018630562943158874
TTC26,Colon Tissue,0.0,0.01862397102487855
SMCR8,Colon Tissue,0.0,0.0186221457308997
BARX2,Colon Tissue,0.0,0.018620508734544187
ENTPD2,Colon Tissue,0.0,0.018618076649646192
LRFN5,Colon Tissue,0.0,0.018595915332702096
FGF9,Colon Tissue,0.0,0.01858519902387504
BBOF1,Colon Tissue,0.0,0.018582305050773233
NUDT15,Colon Tissue,0.0,0.018563753023992716
BSND,Colon Tissue,0.0,0.018528326892521235
C2orf68,Colon Tissue,0.0,0.01852038690775352
CARD11,Colon Tissue,0.0,0.01850689149245495
TTBK1,Colon Tissue,0.0,0.01850073091967563
SOCS1,Colon Tissue,0.0,0.018497561879164733
ZNF366,Colon Tissue,0.0,0.018487621746850893
ASB15,Colon Tissue,0.0,0.01847643261192991
USP19,Colon Tissue,0.0,0.018450088309808127
RHD,Colon Tissue,0.0,0.01840556609117085
INTS11,Colon Tissue,0.0,0.01839964277721017
INPP5B,Colon Tissue,0.0,0.018398698691919617
KLHL40,Colon Tissue,0.0,0.018375457630774927
GABRB1,Colon Tissue,0.0,0.01834765695652193
SLC25A36,Colon Tissue,0.0,0.018343966733533494
MRPS22,Colon Tissue,0.0,0.018337410763754808
GIMAP6,Colon Tissue,0.0,0.01832878617057853
SLC25A45,Colon Tissue,0.0,0.018315569807611468
NXPH3,Colon Tissue,0.0,0.018308732839314168
REC114,Colon Tissue,0.0,0.01829272507931728
AACS,Colon Tissue,0.0,0.018290245798290857
POLR1F,Colon Tissue,0.0,0.018279361579786848
SND1,Colon Tissue,0.0,0.018259810836327772
ZNF292,Colon Tissue,0.0,0.01825811793298279
MED12,Colon Tissue,0.0,0.01825345518953977
WDR37,Colon Tissue,0.0,0.018235450878893538
TNPO2,Colon Tissue,0.0,0.01823361291761833
EYA2,Colon Tissue,0.0,0.018220250856746025
GPANK1,Colon Tissue,0.0,0.018216523867094683
C13orf42,Colon Tissue,0.0,0.018197062865310237
PRRG4,Colon Tissue,0.0,0.018178517006463658
NCDN,Colon Tissue,0.0,0.018176922210836586
WHAMM,Colon Tissue,0.0,0.01817590237025965
TKTL1,Colon Tissue,0.0,0.01817120796880252
INTS4,Colon Tissue,0.0,0.018147581332603694
MOGAT1,Colon Tissue,0.0,0.018130444975937892
KANSL2,Colon Tissue,0.0,0.018073846941834577
C7orf50,Colon Tissue,0.0,0.01805986689492243
ARAP3,Colon Tissue,0.0,0.01805392395773884
USP42,Colon Tissue,0.0,0.0180527680110949
LIN28B,Colon Tissue,0.0,0.01805007668373136
RUFY4,Colon Tissue,0.0,0.018041936505344386
TRIM55,Colon Tissue,0.0,0.01803407507881571
C3orf49,Colon Tissue,0.0,0.018032889915330134
RSPH1,Colon Tissue,0.0,0.018026195731039963
MROH8,Colon Tissue,0.0,0.01802177440947919
YLPM1,Colon Tissue,0.0,0.018016426279018106
SLC6A4,Colon Tissue,0.0,0.01801437055329577
LEMD3,Colon Tissue,0.0,0.01800790835513463
RAD54L2,Colon Tissue,0.0,0.01800655970722355
SCML2,Colon Tissue,0.0,0.01800654162431165
NCCRP1,Colon Tissue,0.0,0.01800400789378794
EDAR,Colon Tissue,0.0,0.017995480337081746
LBX1,Colon Tissue,0.0,0.017965045648150355
ZNF236,Colon Tissue,0.0,0.017934010300978128
LETM2,Colon Tissue,0.0,0.0179299950454339
TUBG2,Colon Tissue,0.0,0.017926705062838406
ARSK,Colon Tissue,0.0,0.017904235500562245
NIF3L1,Colon Tissue,0.0,0.017880226328726496
CDYL2,Colon Tissue,0.0,0.01787107593076597
ADORA3,Colon Tissue,0.0,0.017865503869820203
PROK2,Colon Tissue,0.0,0.01785891891708675
CFC1B,Colon Tissue,0.0,0.01785583270276551
ACTRT3,Colon Tissue,0.0,0.01785501722529795
TMEM260,Colon Tissue,0.0,0.017844214562795647
CAPN15,Colon Tissue,0.0,0.01782636083532706
PEX11A,Colon Tissue,0.0,0.01782187095817212
MYL10,Colon Tissue,0.0,0.017814116266660053
STAC3,Colon Tissue,0.0,0.01779725586493751
ARHGEF2,Colon Tissue,0.0,0.017777551808702642
NUP98,Colon Tissue,0.0,0.01776985214908797
HEMGN,Colon Tissue,0.0,0.017744650840287955
ZFYVE26,Colon Tissue,0.0,0.017741634420696182
RNF150,Colon Tissue,0.0,0.017737435341189867
MT3,Colon Tissue,0.0,0.01773735670076541
FAT4,Colon Tissue,0.0,0.01773639485468167
ETV4,Colon Tissue,0.0,0.0177282048000728
BMPER,Colon Tissue,0.0,0.017696420194955462
FCRL6,Colon Tissue,0.0,0.01768956864962393
FUNDC2,Colon Tissue,0.0,0.01768278993123642
PPP1R8,Colon Tissue,0.0,0.01768127695717625
DNAH7,Colon Tissue,0.0,0.017655237411652945
C12orf50,Colon Tissue,0.0,0.017640522261999848
CBWD6,Colon Tissue,0.0,0.017637522642287635
HIRIP3,Colon Tissue,0.0,0.01763370988593045
CD226,Colon Tissue,0.0,0.017628799168867927
OTOP1,Colon Tissue,0.0,0.01760131172436691
CNNM1,Colon Tissue,0.0,0.017597729641109002
MFNG,Colon Tissue,0.0,0.017588720713988742
DPPA2,Colon Tissue,0.0,0.01757549236364065
STAT2,Colon Tissue,0.0,0.0175686822296739
N4BP2,Colon Tissue,0.0,0.017566417711929024
ZNF592,Colon Tissue,0.0,0.017563205610512025
TCAIM,Colon Tissue,0.0,0.017547246714947028
PRCC,Colon Tissue,0.0,0.01753946111372896
TRMT1,Colon Tissue,0.0,0.01753869784325673
TGFBR2,Colon Tissue,0.0,0.017536149324268634
SLC6A20,Colon Tissue,0.0,0.017535337948124192
ANGPT4,Colon Tissue,0.0,0.017529440438886504
VSIG2,Colon Tissue,0.0,0.017515219602253707
LMOD3,Colon Tissue,0.0,0.017513280303382974
TCERG1,Colon Tissue,0.0,0.017510171474366995
FNDC7,Colon Tissue,0.0,0.017503792450627054
ZMYM4,Colon Tissue,0.0,0.01750358118640993
LDHB,Colon Tissue,0.0,0.017482473028228956
ITPKA,Colon Tissue,0.0,0.017467161847429743
ACP7,Colon Tissue,0.0,0.017451739781118327
TMC3,Colon Tissue,0.0,0.017430683108786885
NXF5,Colon Tissue,0.0,0.01743035102070577
LYST,Colon Tissue,0.0,0.017420317106203436
SNRNP40,Colon Tissue,0.0,0.017411564397913405
PIGL,Colon Tissue,0.0,0.01741033545420171
GGCT,Colon Tissue,0.0,0.01739087245749954
ENAM,Colon Tissue,0.0,0.017389084458067475
G6PC2,Colon Tissue,0.0,0.017373134729200854
CRYBA4,Colon Tissue,0.0,0.017333062059447762
CCDC15,Colon Tissue,0.0,0.017331318540161452
KDM5D,Colon Tissue,0.0,0.017318288869364953
C7orf57,Colon Tissue,0.0,0.017316888252647596
HDC,Colon Tissue,0.0,0.017301066027580463
POU2F1,Colon Tissue,0.0,0.01729783760101987
SLC2A2,Colon Tissue,0.0,0.01728379599446823
ORC4,Colon Tissue,0.0,0.017269636935436167
TBP,Colon Tissue,0.0,0.01725714750262401
NAPG,Colon Tissue,0.0,0.017252475848250397
PDE8B,Colon Tissue,0.0,0.017250044842712236
TASOR,Colon Tissue,0.0,0.017238589174519384
PRIM2,Colon Tissue,0.0,0.01723608143475341
CSF1R,Colon Tissue,0.0,0.017226660868023845
DSCC1,Colon Tissue,0.0,0.01721208679814814
EMCN,Colon Tissue,0.0,0.017205203849231066
KCNV2,Colon Tissue,0.0,0.017176535216094396
SPIRE1,Colon Tissue,0.0,0.017168928802538026
KATNBL1,Colon Tissue,0.0,0.01715433351927597
OR5M3,Colon Tissue,0.0,0.017149850691657642
ALKBH3,Colon Tissue,0.0,0.017149091033280585
CRIP3,Colon Tissue,0.0,0.01714267639858503
DRD1,Colon Tissue,0.0,0.01709764738154275
TATDN3,Colon Tissue,0.0,0.017094502559036717
OTUD3,Colon Tissue,0.0,0.017074163010204285
SCIMP,Colon Tissue,0.0,0.017057338220602444
MAP4K5,Colon Tissue,0.0,0.01702904197948366
MNT,Colon Tissue,0.0,0.01702416741095225
ZBED4,Colon Tissue,0.0,0.017007743156234947
CCDC126,Colon Tissue,0.0,0.016997882461285686
STAR,Colon Tissue,0.0,0.01696701454690703
CLEC16A,Colon Tissue,0.0,0.016950019044911682
SH3BP5L,Colon Tissue,0.0,0.016949160308940787
CEP57L1,Colon Tissue,0.0,0.016934117603635834
HDAC8,Colon Tissue,0.0,0.016929107038564466
TULP2,Colon Tissue,0.0,0.01691791205094485
GRHL1,Colon Tissue,0.0,0.016895873216044664
AZU1,Colon Tissue,0.0,0.01689452959077848
OVGP1,Colon Tissue,0.0,0.016884021778278854
DBX2,Colon Tissue,0.0,0.016877308358018116
CCL17,Colon Tissue,0.0,0.016871790988869508
TMEM235,Colon Tissue,0.0,0.01685477532474551
RIIAD1,Colon Tissue,0.0,0.01684761798175577
PIGV,Colon Tissue,0.0,0.016831008026673224
DFFA,Colon Tissue,0.0,0.01682016314059337
KLHL38,Colon Tissue,0.0,0.01681337371607352
CCDC3,Colon Tissue,0.0,0.016812133125225233
NEK10,Colon Tissue,0.0,0.01681124011010985
PKDREJ,Colon Tissue,0.0,0.01681026923462643
LHX1,Colon Tissue,0.0,0.01680967482592546
ZDHHC15,Colon Tissue,0.0,0.0168029171279923
FKBPL,Colon Tissue,0.0,0.016791965125684365
CPHXL,Colon Tissue,0.0,0.016788541799895782
PLAUR,Colon Tissue,0.0,0.016780797270615325
HOGA1,Colon Tissue,0.0,0.01676875413878042
FYTTD1,Colon Tissue,0.0,0.016755701610542177
LDLRAD3,Colon Tissue,0.0,0.0167498580443246
NLRX1,Colon Tissue,0.0,0.016742723339715042
SPATA19,Colon Tissue,0.0,0.01672193138949716
MPP7,Colon Tissue,0.0,0.01670880191611683
LYPD3,Colon Tissue,0.0,0.016708563290797163
FOXP3,Colon Tissue,0.0,0.016705971347513605
PTPRCAP,Colon Tissue,0.0,0.01669383930698002
ST6GALNAC3,Colon Tissue,0.0,0.016691928098353914
LCN8,Colon Tissue,0.0,0.01668108756721153
TGFBR1,Colon Tissue,0.0,0.016680364352207672
SAV1,Colon Tissue,0.0,0.016679473497883266
SLC10A7,Colon Tissue,0.0,0.01667703933786006
ATR,Colon Tissue,0.0,0.016676372266517817
GIN1,Colon Tissue,0.0,0.016643540896315524
IL20RA,Colon Tissue,0.0,0.016643206960807892
M1AP,Colon Tissue,0.0,0.01663691711644926
DDN,Colon Tissue,0.0,0.016633130279489133
NECAB3,Colon Tissue,0.0,0.016630093643127335
HAUS4,Colon Tissue,0.0,0.016622713046233164
DUSP2,Colon Tissue,0.0,0.016592304652353018
TMEM121B,Colon Tissue,0.0,0.016582547759403994
ARSA,Colon Tissue,0.0,0.01658209206746679
ERMARD,Colon Tissue,0.0,0.016581086553624898
CHST10,Colon Tissue,0.0,0.01657218883466086
EFNA3,Colon Tissue,0.0,0.016555512302474512
PRKDC,Colon Tissue,0.0,0.016528953689107357
CCNYL1,Colon Tissue,0.0,0.01650562019257252
TFAP2C,Colon Tissue,0.0,0.01647021139448753
CALU,Colon Tissue,0.0,0.0164630529799549
CELA3B,Colon Tissue,0.0,0.01642180988612378
CTNNBIP1,Colon Tissue,0.0,0.016402393787964504
ALAD,Colon Tissue,0.0,0.01638393324095047
RUBCNL,Colon Tissue,0.0,0.016378005857825978
EFCAB5,Colon Tissue,0.0,0.016376212148125506
METTL15,Colon Tissue,0.0,0.01636888594826045
CMTM3,Colon Tissue,0.0,0.01634828698487994
NUDT2,Colon Tissue,0.0,0.016346090153602152
CD180,Colon Tissue,0.0,0.016345442871433555
CDC25B,Colon Tissue,0.0,0.016343471768114202
SLC50A1,Colon Tissue,0.0,0.01634172341623624
ZNF692,Colon Tissue,0.0,0.016339404036270978
FSTL4,Colon Tissue,0.0,0.016336054956438733
RNF220,Colon Tissue,0.0,0.01633548035011417
HESX1,Colon Tissue,0.0,0.016327053529031632
SLC4A1,Colon Tissue,0.0,0.016324746783474606
ASPH,Colon Tissue,0.0,0.016321422909316395
ROBO3,Colon Tissue,0.0,0.016316674694368524
LAPTM5,Colon Tissue,0.0,0.016304109034971256
UFL1,Colon Tissue,0.0,0.01629460367022806
OR4K15,Colon Tissue,0.0,0.016292334970083328
ANKS6,Colon Tissue,0.0,0.016289241536608934
ZBTB8A,Colon Tissue,0.0,0.01625837431733114
ZMYND10,Colon Tissue,0.0,0.01623581363511217
LAMP5,Colon Tissue,0.0,0.01622999921197852
SEC14L5,Colon Tissue,0.0,0.016209409449552993
SBF2,Colon Tissue,0.0,0.01620711523440045
PGAM5,Colon Tissue,0.0,0.01618105945991741
DRD3,Colon Tissue,0.0,0.01617637324034253
ORC5,Colon Tissue,0.0,0.016166086938779366
BOD1L1,Colon Tissue,0.0,0.016154462640570678
CSRNP2,Colon Tissue,0.0,0.01613025275841406
MTFR1L,Colon Tissue,0.0,0.016123694260567728
NFE2,Colon Tissue,0.0,0.01612104549137738
FCGR3A,Colon Tissue,0.0,0.016117524522228283
BMERB1,Colon Tissue,0.0,0.016113315887387805
PLEKHA2,Colon Tissue,0.0,0.01609757053162558
PTPN2,Colon Tissue,0.0,0.016094193749529407
CEP120,Colon Tissue,0.0,0.016086055733831532
POLA1,Colon Tissue,0.0,0.016077849313024098
ATG2B,Colon Tissue,0.0,0.01606863345093275
IL12RB1,Colon Tissue,0.0,0.016066933973284937
SLC25A12,Colon Tissue,0.0,0.016066447766139965
FOXQ1,Colon Tissue,0.0,0.016060691424639718
VPS35L,Colon Tissue,0.0,0.016050702131957643
RHBDD1,Colon Tissue,0.0,0.016046722378323542
SMARCA2,Colon Tissue,0.0,0.01604514980470403
GALNS,Colon Tissue,0.0,0.01603945793969833
DNAJC9,Colon Tissue,0.0,0.016023954118226918
CDC6,Colon Tissue,0.0,0.015999735752917806
AXDND1,Colon Tissue,0.0,0.015991316614689915
SPRTN,Colon Tissue,0.0,0.01594961983838315
CDRT4,Colon Tissue,0.0,0.015947946623185407
ECT2,Colon Tissue,0.0,0.015940014402010923
MICU3,Colon Tissue,0.0,0.015932736805698847
ANKRD34C,Colon Tissue,0.0,0.015909713999557217
SELL,Colon Tissue,0.0,0.015893134032037765
NUP62CL,Colon Tissue,0.0,0.015890718493440713
PKD1L2,Colon Tissue,0.0,0.015889288056960275
HUNK,Colon Tissue,0.0,0.015881064651266895
NODAL,Colon Tissue,0.0,0.015861540952143947
RPL10L,Colon Tissue,0.0,0.01584611428440234
CACNA1D,Colon Tissue,0.0,0.015840182786787622
HMGXB4,Colon Tissue,0.0,0.015819759337380994
ING3,Colon Tissue,0.0,0.015818817205842838
DMRT2,Colon Tissue,0.0,0.015818667458625743
ADRM1,Colon Tissue,0.0,0.01581557821302245
UBASH3A,Colon Tissue,0.0,0.01580289441959131
TOX3,Colon Tissue,0.0,0.015790702968853224
SERPINB1,Colon Tissue,0.0,0.015782939959155005
PPP6R2,Colon Tissue,0.0,0.01578263662248126
RGL2,Colon Tissue,0.0,0.01578182554237269
LCTL,Colon Tissue,0.0,0.015781068890691953
PAGR1,Colon Tissue,0.0,0.01574963373651022
TAB1,Colon Tissue,0.0,0.015732899264103893
THAP3,Colon Tissue,0.0,0.015731305084254923
DIXDC1,Colon Tissue,0.0,0.015728924026192508
UPRT,Colon Tissue,0.0,0.015720835356247343
LRRC31,Colon Tissue,0.0,0.015716724069440493
EEF1E1-BLOC1S5,Colon Tissue,0.0,0.015716120539261205
OR4P4,Colon Tissue,0.0,0.015710701803542927
C1QTNF9B,Colon Tissue,0.0,0.01570776777229559
ATXN10,Colon Tissue,0.0,0.01570100362399828
TRMT44,Colon Tissue,0.0,0.015699151594653415
POC1B,Colon Tissue,0.0,0.015693874344588146
ZBTB26,Colon Tissue,0.0,0.0156927659831815
WNT10A,Colon Tissue,0.0,0.015689676178488016
ZAP70,Colon Tissue,0.0,0.01568009921128444
FHL3,Colon Tissue,0.0,0.015657687113590068
HIPK2,Colon Tissue,0.0,0.015637694409016696
TRIM50,Colon Tissue,0.0,0.015624315884004087
ZMYND12,Colon Tissue,0.0,0.01561225709501579
TEX35,Colon Tissue,0.0,0.015611591342942837
DET1,Colon Tissue,0.0,0.015604370428086793
MDC1,Colon Tissue,0.0,0.015603888119538953
PLPPR1,Colon Tissue,0.0,0.01559556489225608
SSRP1,Colon Tissue,0.0,0.015575260888282033
KRI1,Colon Tissue,0.0,0.015574284785323023
TCF19,Colon Tissue,0.0,0.015573335023173209
MIIP,Colon Tissue,0.0,0.015554772517513367
LIN9,Colon Tissue,0.0,0.015545782672335756
ACSL1,Colon Tissue,0.0,0.015543529693298279
GBP6,Colon Tissue,0.0,0.015532565727526398
FAM227A,Colon Tissue,0.0,0.015530600139275184
CARF,Colon Tissue,0.0,0.015522947416658623
PCDHGA4,Colon Tissue,0.0,0.015521283104742075
RASAL2,Colon Tissue,0.0,0.015519512279448967
PHB,Colon Tissue,0.0,0.015517304793751978
NFATC2IP,Colon Tissue,0.0,0.015500327448950078
PPBP,Colon Tissue,0.0,0.01549699397294157
PEX6,Colon Tissue,0.0,0.015486366481278688
OR2V2,Colon Tissue,0.0,0.015482219257634523
KCNQ1,Colon Tissue,0.0,0.01547173543653529
PRPSAP2,Colon Tissue,0.0,0.015463892396683129
ISM2,Colon Tissue,0.0,0.015462670194334453
DHX36,Colon Tissue,0.0,0.015461820959121552
NPHP3-ACAD11,Colon Tissue,0.0,0.015449380256207382
TRUB2,Colon Tissue,0.0,0.01543399910641928
CUL4B,Colon Tissue,0.0,0.015433007073557707
FGR,Colon Tissue,0.0,0.015429596245248763
IGKV3OR2-268,Colon Tissue,0.0,0.015428127961127764
SCFD2,Colon Tissue,0.0,0.015416558803660442
ARHGEF39,Colon Tissue,0.0,0.015413879802019245
RAC2,Colon Tissue,0.0,0.015411791822611676
POU3F4,Colon Tissue,0.0,0.01538850255389993
USP39,Colon Tissue,0.0,0.015382880053863308
WDR62,Colon Tissue,0.0,0.015382700374601117
HPS6,Colon Tissue,0.0,0.015358779024762728
DPYS,Colon Tissue,0.0,0.015346010455914062
NAV2,Colon Tissue,0.0,0.015327504361933244
EED,Colon Tissue,0.0,0.01531643529531718
AIMP2,Colon Tissue,0.0,0.015306259100776366
ZNF526,Colon Tissue,0.0,0.0153014883728191
PLXNC1,Colon Tissue,0.0,0.015300066768166589
BEST2,Colon Tissue,0.0,0.01526646214984615
HOXB3,Colon Tissue,0.0,0.015245060204148082
SAMD3,Colon Tissue,0.0,0.015241911097470317
MROH6,Colon Tissue,0.0,0.015241520802405446
ZNF280D,Colon Tissue,0.0,0.015235875467751793
CHSY3,Colon Tissue,0.0,0.015234763065629901
CD22,Colon Tissue,0.0,0.015232001590450756
LSM12,Colon Tissue,0.0,0.015228814133807377
TRIM29,Colon Tissue,0.0,0.015226826416239079
GJB4,Colon Tissue,0.0,0.015224155541667221
SAG,Colon Tissue,0.0,0.015219510330954946
EGR2,Colon Tissue,0.0,0.015219019690553207
WNK1,Colon Tissue,0.0,0.015218518438368743
CACNA1S,Colon Tissue,0.0,0.015198255861216398
POU5F1,Colon Tissue,0.0,0.015190605137737543
PSTPIP1,Colon Tissue,0.0,0.015164465694473063
SLC32A1,Colon Tissue,0.0,0.015156509642023818
GABRA6,Colon Tissue,0.0,0.015102136745305614
ATG10,Colon Tissue,0.0,0.01508640791134347
SNUPN,Colon Tissue,0.0,0.015078817149753825
HIGD1B,Colon Tissue,0.0,0.01507454299236003
ANKRD61,Colon Tissue,0.0,0.015045192802826556
TMEM184C,Colon Tissue,0.0,0.015044698307670825
C19orf57,Colon Tissue,0.0,0.015043677851480981
PRDM8,Colon Tissue,0.0,0.015039784712571707
TEFM,Colon Tissue,0.0,0.015027335102068565
ST18,Colon Tissue,0.0,0.01501865198195142
SLC12A6,Colon Tissue,0.0,0.015008359578045064
SYT2,Colon Tissue,0.0,0.015000368996994641
EVA1B,Colon Tissue,0.0,0.014985412813541012
ZFP1,Colon Tissue,0.0,0.014958829218494531
SFXN5,Colon Tissue,0.0,0.014955758172915787
UBE2L6,Colon Tissue,0.0,0.014953994679058839
DTL,Colon Tissue,0.0,0.014939242078625627
PCID2,Colon Tissue,0.0,0.014927161653428934
CCDC69,Colon Tissue,0.0,0.014910304877646637
APOLD1,Colon Tissue,0.0,0.01490996402277277
SLC26A11,Colon Tissue,0.0,0.014908894465728606
CCN4,Colon Tissue,0.0,0.01490880085361031
HDAC11,Colon Tissue,0.0,0.014904931275847915
TRAP1,Colon Tissue,0.0,0.01490248193312912
PWP2,Colon Tissue,0.0,0.01489941591930047
UCP3,Colon Tissue,0.0,0.014896425931186032
ACP3,Colon Tissue,0.0,0.014894321561566337
RPL9,Colon Tissue,0.0,0.014883435444570577
SPAST,Colon Tissue,0.0,0.014877126191538527
MROH7,Colon Tissue,0.0,0.01486017432594532
CCDC24,Colon Tissue,0.0,0.014855182628805773
CUTC,Colon Tissue,0.0,0.014841709647109083
ASCC3,Colon Tissue,0.0,0.014839387381014634
SLC9A7,Colon Tissue,0.0,0.01483737434261804
CRHBP,Colon Tissue,0.0,0.01482223330269561
ZC3H13,Colon Tissue,0.0,0.014814100802408832
NUDT18,Colon Tissue,0.0,0.014786770658190134
NCF1,Colon Tissue,0.0,0.014785258473862197
NRIP1,Colon Tissue,0.0,0.014783020179724621
JCAD,Colon Tissue,0.0,0.014753516705961384
NANP,Colon Tissue,0.0,0.014743623842057218
IGLV4-69,Colon Tissue,0.0,0.01472808967255795
FBXO27,Colon Tissue,0.0,0.014718654189062754
VCAN,Colon Tissue,0.0,0.01471203249023866
BEND6,Colon Tissue,0.0,0.014711754678049043
SYNRG,Colon Tissue,0.0,0.01471123773330372
CEP128,Colon Tissue,0.0,0.014708110519085079
SPAG6,Colon Tissue,0.0,0.014706132573708546
TFCP2,Colon Tissue,0.0,0.014703005654553679
CDCA3,Colon Tissue,0.0,0.014693274641154188
CALCR,Colon Tissue,0.0,0.014684151828313289
ZNF629,Colon Tissue,0.0,0.01467940111962675
THAP2,Colon Tissue,0.0,0.014677823415913316
LUZP2,Colon Tissue,0.0,0.014671967269690047
NUP188,Colon Tissue,0.0,0.014652657811425098
TENM3,Colon Tissue,0.0,0.0146523725331038
HES2,Colon Tissue,0.0,0.014651368796440963
NKX2-1,Colon Tissue,0.0,0.014646354633843388
SLC46A1,Colon Tissue,0.0,0.014637923099767821
HRC,Colon Tissue,0.0,0.01462160229413303
PTGER3,Colon Tissue,0.0,0.014620644754582222
WDR38,Colon Tissue,0.0,0.014613450686518738
UBQLN2,Colon Tissue,0.0,0.014606682769781762
GRHL3,Colon Tissue,0.0,0.014591783125840111
ZER1,Colon Tissue,0.0,0.014584860455968112
BFSP1,Colon Tissue,0.0,0.014561107509354559
GATA4,Colon Tissue,0.0,0.014549418889045516
SYT16,Colon Tissue,0.0,0.014533833094969634
VNN1,Colon Tissue,0.0,0.014531750779355465
GTF2E1,Colon Tissue,0.0,0.014530251539759625
CFAP58,Colon Tissue,0.0,0.014516182940346237
RPF1,Colon Tissue,0.0,0.014514674412823761
SUSD5,Colon Tissue,0.0,0.014508042915362122
ATP13A4,Colon Tissue,0.0,0.014499567528925386
PIK3R5,Colon Tissue,0.0,0.014487504331955142
TRMU,Colon Tissue,0.0,0.014477553666213807
BEND3,Colon Tissue,0.0,0.014471071231626517
SBK2,Colon Tissue,0.0,0.014470199847300734
C1orf194,Colon Tissue,0.0,0.01446296646076009
PRADC1,Colon Tissue,0.0,0.014453894820079747
LRPPRC,Colon Tissue,0.0,0.014440786864751738
ULK4,Colon Tissue,0.0,0.014424632588644836
FCN1,Colon Tissue,0.0,0.014419048977614724
STX19,Colon Tissue,0.0,0.014405701869122402
PDSS1,Colon Tissue,0.0,0.01439880540953736
MORC1,Colon Tissue,0.0,0.014398772945098597
SLC7A10,Colon Tissue,0.0,0.014395329181142325
C4orf36,Colon Tissue,0.0,0.014390105891231686
POLK,Colon Tissue,0.0,0.01438726117484471
TNMD,Colon Tissue,0.0,0.014376959334649234
CTNS,Colon Tissue,0.0,0.014368080446020262
KLKB1,Colon Tissue,0.0,0.014331861541028194
SORD,Colon Tissue,0.0,0.01432747741396695
LCP2,Colon Tissue,0.0,0.014309034259003308
RWDD3,Colon Tissue,0.0,0.014304131144978268
GDPGP1,Colon Tissue,0.0,0.014302489140227059
BTF3L4,Colon Tissue,0.0,0.014299664694517556
SLC43A2,Colon Tissue,0.0,0.014298817564053174
TCAF2,Colon Tissue,0.0,0.014293909605045143
LPO,Colon Tissue,0.0,0.014279446487209834
KLHL36,Colon Tissue,0.0,0.014269095230885907
TMEFF1,Colon Tissue,0.0,0.01426898836647196
SLC25A48,Colon Tissue,0.0,0.014267177700788464
DDX58,Colon Tissue,0.0,0.01426024320355505
AQP3,Colon Tissue,0.0,0.01425802786672513
CCR2,Colon Tissue,0.0,0.014256158539091679
ATXN2,Colon Tissue,0.0,0.014249328295855653
SDR9C7,Colon Tissue,0.0,0.014236138625842852
AHR,Colon Tissue,0.0,0.014230577568219743
FEM1C,Colon Tissue,0.0,0.014217534560960735
RNASE12,Colon Tissue,0.0,0.014216571476391222
