Gene,Annotation,Median_GSS,PCC
NDUFS2,Colon Tissue,0.0,0.29614640451609947
SDHC,Colon Tissue,0.0,0.29604076290227493
INPP5J,Colon Tissue,0.0,0.2958291193677063
GDI2,Colon Tissue,0.0,0.29578441595628563
PTTG1IP,Colon Tissue,0.0,0.29571154266473026
FOS,Colon Tissue,0.0,0.29551378132374023
SMIM15,Colon Tissue,0.0,0.2954911672597383
ABCA12,Colon Tissue,0.0,0.2954404533501439
DYNLRB1,Colon Tissue,0.0,0.2953968149476918
STARD5,Colon Tissue,0.0,0.295356531049671
RASGEF1B,Colon Tissue,0.0,0.2950439903648592
CCDC71L,Colon Tissue,0.0,0.29418494269636786
CIAO2B,Colon Tissue,0.0,0.29415598272807864
FKBP8,Colon Tissue,0.0,0.2941147331692782
TMEM98,Colon Tissue,0.0,0.2939211097185671
COQ10B,Colon Tissue,0.0,0.29370980393996154
CTTN,Colon Tissue,0.0,0.29369929881827334
KIAA1522,Colon Tissue,0.0,0.2932465534013393
CHCHD10,Colon Tissue,0.0,0.2932388235413192
RPS16,Colon Tissue,1.8349609375,0.29317372312991014
ARL1,Colon Tissue,0.0,0.2930405828750438
STK17B,Colon Tissue,0.0,0.2930062814823903
ECH1,Colon Tissue,0.0,0.29293629201558347
HADHB,Colon Tissue,0.0,0.29265487984126587
TRIM25,Colon Tissue,0.0,0.29256194835770377
SLC31A1,Colon Tissue,0.0,0.29250514514133913
ANKRD37,Colon Tissue,0.0,0.2921724419290437
CDK2AP2,Colon Tissue,0.0,0.29216442191069364
NDUFB6,Colon Tissue,0.0,0.29214615771925473
SUCLG2,Colon Tissue,0.0,0.29214363043189784
VPS4B,Colon Tissue,0.0,0.2921338890033102
NBR1,Colon Tissue,0.0,0.29213301732839064
NDUFB5,Colon Tissue,0.0,0.29195356772129377
MICOS13,Colon Tissue,0.0,0.2916582900881224
DRAM2,Colon Tissue,0.0,0.2908956570092198
COPS9,Colon Tissue,1.7314453125,0.29079532012115805
ADIPOR2,Colon Tissue,0.0,0.290571541133372
SAR1B,Colon Tissue,0.0,0.29048069286553235
NDUFS6,Colon Tissue,1.7236328125,0.29045329053137064
CHMP4C,Colon Tissue,0.0,0.29033038273094536
PPP2R5C,Colon Tissue,0.0,0.29032803366434984
MDH2,Colon Tissue,0.0,0.290238738936264
TMCC3,Colon Tissue,0.0,0.29018134014082364
RHPN2,Colon Tissue,0.0,0.29014325756416537
KRT18,Colon Tissue,0.0,0.290136934533155
AP3S1,Colon Tissue,0.0,0.2900424952604241
KLF6,Colon Tissue,0.0,0.28983325576115637
C10orf99,Colon Tissue,1.755859375,0.28979233910337815
TMEM9B,Colon Tissue,0.0,0.28958750968238894
CLIC5,Colon Tissue,0.0,0.2893504286329361
MAP2K2,Colon Tissue,0.0,0.2893284844156118
ARHGEF5,Colon Tissue,0.0,0.28915598032243256
CARHSP1,Colon Tissue,0.0,0.28914939400037437
LIN7C,Colon Tissue,0.0,0.2888525535955107
CA12,Colon Tissue,0.0,0.2887552535362274
GRB7,Colon Tissue,0.0,0.2884903193960451
NDUFC2-KCTD14,Colon Tissue,0.0,0.288466703310824
CLDN23,Colon Tissue,0.0,0.28835247419199667
PPP1R15B,Colon Tissue,0.0,0.28832678199493944
DYRK2,Colon Tissue,0.0,0.2882366389087924
TPRN,Colon Tissue,0.0,0.2881030381805078
BAIAP2L1,Colon Tissue,0.0,0.28776438914937935
ERBB3,Colon Tissue,0.0,0.2876747029510461
NDUFB10,Colon Tissue,0.0,0.28742808047460416
SUSD6,Colon Tissue,0.0,0.287377948285651
USH1C,Colon Tissue,0.0,0.28707360988415376
SMAP1,Colon Tissue,0.0,0.2869293746435634
SLC17A4,Colon Tissue,0.0,0.28686065659466087
PCDH1,Colon Tissue,0.0,0.2868244782000775
HKDC1,Colon Tissue,0.0,0.286706185918998
S100A14,Colon Tissue,0.0,0.2866705702116039
ATP6V0A2,Colon Tissue,0.0,0.28666024819119096
CBLC,Colon Tissue,0.0,0.2862012772719326
AGPAT4,Colon Tissue,0.0,0.28616203565035353
ABHD2,Colon Tissue,0.0,0.28578779588185205
FKBP5,Colon Tissue,0.0,0.285638021372037
EIF4H,Colon Tissue,0.0,0.28547799325863427
GADD45A,Colon Tissue,0.0,0.285344673211543
UBL3,Colon Tissue,0.0,0.2852673619624415
TMEM256-PLSCR3,Colon Tissue,0.0,0.2850408275690142
DCTN3,Colon Tissue,0.0,0.2849934736901318
ZG16,Colon Tissue,1.7587890625,0.284847119135243
IRF1,Colon Tissue,0.0,0.28483203975512306
ARHGEF16,Colon Tissue,0.0,0.2847153033775168
UBE2B,Colon Tissue,0.0,0.2845643175146698
MAL2,Colon Tissue,0.0,0.284476886384472
RPS11,Colon Tissue,1.8017578125,0.2844084546238806
ACAD11,Colon Tissue,0.0,0.28433009968526574
OAZ1,Colon Tissue,1.7392578125,0.2841239387962295
MYL6,Colon Tissue,1.755859375,0.2840266654825987
DNM2,Colon Tissue,0.0,0.28398520236454494
ATP10B,Colon Tissue,0.0,0.28394432887777077
EFHD2,Colon Tissue,0.0,0.2839187503522562
TXNRD1,Colon Tissue,0.0,0.28391841453687355
HADH,Colon Tissue,0.0,0.2838532089453059
ANXA4,Colon Tissue,0.0,0.28352965632744215
PGAM1,Colon Tissue,0.0,0.2833748615975039
SLC22A18,Colon Tissue,0.0,0.2832968146922291
POLR1D,Colon Tissue,0.0,0.28324379017061757
APOBEC1,Colon Tissue,0.0,0.28321594703426645
PSMD8,Colon Tissue,0.0,0.28303471412398945
LGALS3BP,Colon Tissue,0.0,0.28265500054497233
WASL,Colon Tissue,0.0,0.2825001851660614
TRADD,Colon Tissue,0.0,0.2823755449207044
SGPL1,Colon Tissue,0.0,0.28230819711826055
PFKL,Colon Tissue,0.0,0.28203198238869265
NKIRAS2,Colon Tissue,0.0,0.28201187349984586
SDHA,Colon Tissue,0.0,0.2819936286970112
GTPBP2,Colon Tissue,0.0,0.2818232174064452
ST6GALNAC6,Colon Tissue,0.0,0.2817759702983463
CSNK1A1,Colon Tissue,0.0,0.2816963352714191
HDAC1,Colon Tissue,0.0,0.28161121513115844
RNF103,Colon Tissue,0.0,0.2815271566844394
MRPL43,Colon Tissue,0.0,0.28123977212508616
CCDC68,Colon Tissue,0.0,0.2811850769467491
SFN,Colon Tissue,0.0,0.28084957660401133
ENO1,Colon Tissue,0.0,0.2808475853862082
TRIM2,Colon Tissue,0.0,0.2803033473601481
LYPLA1,Colon Tissue,0.0,0.280303193822028
PKP3,Colon Tissue,0.0,0.28029787559357955
OMA1,Colon Tissue,0.0,0.28018485665290666
GDE1,Colon Tissue,0.0,0.28016550449352606
TMBIM1,Colon Tissue,0.0,0.27972414665877093
FAM234A,Colon Tissue,0.0,0.2796913220383985
NOCT,Colon Tissue,0.0,0.27964067200908016
ACADL,Colon Tissue,0.0,0.2791712799233982
PNPO,Colon Tissue,0.0,0.27914882351345655
CGN,Colon Tissue,0.0,0.2790579880153384
UBA52,Colon Tissue,0.0,0.2790568582658282
PDCD6,Colon Tissue,0.0,0.27896183576717787
PLEKHA8,Colon Tissue,0.0,0.2789607766709015
ARF6,Colon Tissue,0.0,0.2788303429666281
VDAC1,Colon Tissue,0.0,0.2788292050806863
MMP15,Colon Tissue,0.0,0.2788104113906506
ZDHHC5,Colon Tissue,0.0,0.27871877026081954
TMEM236,Colon Tissue,0.0,0.27870321159328426
RTCA,Colon Tissue,0.0,0.278544491027328
TAGLN2,Colon Tissue,0.0,0.27819216860939
GGNBP2,Colon Tissue,0.0,0.2778899860346905
SFT2D2,Colon Tissue,0.0,0.27786470121992274
TBCA,Colon Tissue,0.0,0.2778578775127502
MAL,Colon Tissue,0.0,0.2778355751884212
MIEN1,Colon Tissue,0.0,0.2777460031824514
PFDN5,Colon Tissue,0.0,0.2773829337691209
SPTBN1,Colon Tissue,0.0,0.27732352247091635
ETFA,Colon Tissue,0.0,0.2772170868368558
GNAI3,Colon Tissue,0.0,0.27708787366294535
SLC37A1,Colon Tissue,0.0,0.27708451344797236
PLEKHH1,Colon Tissue,0.0,0.2769806546384468
ELOC,Colon Tissue,0.0,0.27692268729596964
MAP2K3,Colon Tissue,0.0,0.2768164781979121
SLC4A2,Colon Tissue,0.0,0.27681399194868417
MYO1E,Colon Tissue,0.0,0.2768132122538067
CLTC,Colon Tissue,0.0,0.27673756262163524
HPCAL1,Colon Tissue,0.0,0.2766930572189779
SLC6A8,Colon Tissue,0.0,0.27631445539031985
PGM1,Colon Tissue,0.0,0.27570987385984813
IGSF9,Colon Tissue,0.0,0.27552961454140873
JUND,Colon Tissue,0.0,0.27493010282532554
SERTAD1,Colon Tissue,0.0,0.27487390348322865
RNASEL,Colon Tissue,0.0,0.27467219037519935
CDKN2B,Colon Tissue,0.0,0.2745092407236406
PPARG,Colon Tissue,0.0,0.27447953735326835
ACADS,Colon Tissue,0.0,0.2744713912022963
TRPM6,Colon Tissue,0.0,0.27437513210797454
ERLIN1,Colon Tissue,0.0,0.2742333932499581
SH3YL1,Colon Tissue,0.0,0.27410320482427025
ADIPOR1,Colon Tissue,0.0,0.2739708736920872
HAGH,Colon Tissue,0.0,0.2739699739294522
ZFAND6,Colon Tissue,0.0,0.27395832081573473
MGAM2,Colon Tissue,0.0,0.27371058499129736
MRPL33,Colon Tissue,0.0,0.27365090289567046
EIF4A2,Colon Tissue,0.0,0.2735754675450155
GUCA2A,Colon Tissue,1.783203125,0.2732943822690984
WSB2,Colon Tissue,0.0,0.2729898369278471
PRDX1,Colon Tissue,1.7451171875,0.27271781865672906
PPP1CA,Colon Tissue,0.0,0.2725221535177942
BCL10,Colon Tissue,0.0,0.2724525668805627
MPC2,Colon Tissue,0.0,0.27233588140562265
PARP12,Colon Tissue,0.0,0.27233572809249396
COX7A1,Colon Tissue,0.0,0.27225421366523783
HSD11B2,Colon Tissue,0.0,0.2720210277409964
ACER1,Colon Tissue,0.0,0.27191859369012694
IRF7,Colon Tissue,0.0,0.2719023075413444
DNAJA2,Colon Tissue,0.0,0.27184982289352155
KBTBD11,Colon Tissue,0.0,0.2718066491440949
SEC23A,Colon Tissue,0.0,0.27165632512709864
C19orf53,Colon Tissue,0.0,0.27150098956010127
GNB2,Colon Tissue,0.0,0.27147659078353203
SHISA5,Colon Tissue,0.0,0.27118746528117615
RPS26,Colon Tissue,1.8408203125,0.271015199713295
SLC5A8,Colon Tissue,0.0,0.2709774959135695
PARM1,Colon Tissue,0.0,0.2705647802169982
NLRP6,Colon Tissue,0.0,0.2704978026761812
GSDMD,Colon Tissue,0.0,0.2703820106154904
SLC51B,Colon Tissue,0.0,0.27027485006760127
TUFT1,Colon Tissue,0.0,0.2700817207365012
CAPNS1,Colon Tissue,0.0,0.2699319695225934
MRPL14,Colon Tissue,0.0,0.2697246253009519
JUN,Colon Tissue,0.0,0.2696896990878363
ABHD17B,Colon Tissue,0.0,0.2696263758259044
SHROOM3,Colon Tissue,0.0,0.26952569370191076
CASP7,Colon Tissue,0.0,0.2693769043999536
LRRFIP2,Colon Tissue,0.0,0.26923247557912383
ANKRD13A,Colon Tissue,0.0,0.26892875032777913
RAB5C,Colon Tissue,0.0,0.268912675977273
HOOK1,Colon Tissue,0.0,0.2686043224424419
RPL37,Colon Tissue,1.8154296875,0.26851731830220216
ELOVL1,Colon Tissue,0.0,0.2684765973688592
PRKAB1,Colon Tissue,0.0,0.26811343600668963
CWC15,Colon Tissue,0.0,0.26791846273446973
CYC1,Colon Tissue,0.0,0.26791505958857903
ABHD17C,Colon Tissue,0.0,0.2677910588494308
BFAR,Colon Tissue,0.0,0.26771886438219766
MLF2,Colon Tissue,0.0,0.2676482933239007
WWP2,Colon Tissue,0.0,0.2675929941046129
PLEK2,Colon Tissue,0.0,0.2675337862387909
NET1,Colon Tissue,0.0,0.2673990626581903
NDUFB7,Colon Tissue,0.0,0.2673629615302427
ATP6V0B,Colon Tissue,0.0,0.2672047549949948
RAB8A,Colon Tissue,0.0,0.2671747482764905
SLC25A39,Colon Tissue,0.0,0.26703026675484876
HMG20B,Colon Tissue,0.0,0.2669071520984249
TAPBP,Colon Tissue,0.0,0.2668732221205256
STX7,Colon Tissue,0.0,0.26684174759106527
COMMD6,Colon Tissue,0.0,0.26647797517594835
RAB2A,Colon Tissue,0.0,0.2664040950225999
CEBPG,Colon Tissue,0.0,0.2663425372101249
PFDN1,Colon Tissue,0.0,0.26633513884393567
S100A13,Colon Tissue,0.0,0.2662910884120967
PTPRR,Colon Tissue,0.0,0.26625885545715844
SLC35D1,Colon Tissue,0.0,0.2661073729767226
ATP8B1,Colon Tissue,0.0,0.266099945619368
RPS6KA1,Colon Tissue,0.0,0.266025937626949
TOMM22,Colon Tissue,0.0,0.2660096813840913
RHOB,Colon Tissue,0.0,0.265909554108075
EIF5,Colon Tissue,0.0,0.2657782513089539
LMNA,Colon Tissue,0.0,0.2657532682640726
NDUFA8,Colon Tissue,0.0,0.2656034929796212
SGK2,Colon Tissue,0.0,0.2654271854650816
FBXL3,Colon Tissue,0.0,0.26481738487765083
MRPL12,Colon Tissue,0.0,0.2646562274677537
MAT2A,Colon Tissue,0.0,0.26454005200554803
LRP10,Colon Tissue,0.0,0.2643704524983656
LRRC42,Colon Tissue,0.0,0.26411913544179105
ZMIZ1,Colon Tissue,0.0,0.26411664105641125
MUC3A,Colon Tissue,0.0,0.26407174794346777
PET100,Colon Tissue,0.0,0.26403455938811166
ITGB4,Colon Tissue,0.0,0.2640088237286631
LLGL2,Colon Tissue,0.0,0.26398191760918055
CASP8,Colon Tissue,0.0,0.2638756680133275
RNH1,Colon Tissue,0.0,0.2638677202090504
ETS2,Colon Tissue,0.0,0.26384017228888706
HSPA8,Colon Tissue,1.763671875,0.2637952359232427
VAMP3,Colon Tissue,0.0,0.26370700626667476
TOB1,Colon Tissue,0.0,0.2637038854219366
CALM2,Colon Tissue,1.7373046875,0.2637019711142679
MRPS36,Colon Tissue,0.0,0.26368090879971307
SAMD9L,Colon Tissue,0.0,0.263581833227263
UNC5B,Colon Tissue,0.0,0.26349469042794005
GPT,Colon Tissue,0.0,0.2634757420765377
CMTM4,Colon Tissue,0.0,0.2633617219804954
IVNS1ABP,Colon Tissue,0.0,0.26332526840832127
MRPS6,Colon Tissue,0.0,0.2632903179483668
EFNB2,Colon Tissue,0.0,0.26323284002266006
TJP3,Colon Tissue,0.0,0.26312626002817363
FBP2,Colon Tissue,0.0,0.2631235123631347
TNFRSF21,Colon Tissue,0.0,0.2631216645612737
CIAO2A,Colon Tissue,0.0,0.26301588004701437
SMAD7,Colon Tissue,0.0,0.26255114834131843
BSPRY,Colon Tissue,0.0,0.26250644970193066
MEP1B,Colon Tissue,0.0,0.2624302656627809
SLC22A23,Colon Tissue,0.0,0.2624010490699178
SNX7,Colon Tissue,0.0,0.26229656209302754
ANXA11,Colon Tissue,0.0,0.2622813709800427
RAB5A,Colon Tissue,0.0,0.2622358687187856
TPT1,Colon Tissue,1.8125,0.26217993506112286
MAP1LC3B,Colon Tissue,1.7265625,0.2621486402500267
NDUFB3,Colon Tissue,0.0,0.2620256418460513
SATB2,Colon Tissue,0.0,0.26194887150467777
HNRNPF,Colon Tissue,0.0,0.26190853705133293
HPGD,Colon Tissue,0.0,0.2618707642423446
NDUFA5,Colon Tissue,0.0,0.2617183071880096
NHLRC2,Colon Tissue,0.0,0.2615638980668812
PTBP3,Colon Tissue,0.0,0.2613282343020068
AKR1A1,Colon Tissue,0.0,0.2612498231398293
TNIP1,Colon Tissue,0.0,0.2612343224232838
CCDC12,Colon Tissue,0.0,0.26115133882672736
TSPAN15,Colon Tissue,0.0,0.2610640119890625
PPM1A,Colon Tissue,0.0,0.2605900200683922
OLA1,Colon Tissue,0.0,0.2602059902774769
HMGCS1,Colon Tissue,0.0,0.25984869950772643
HCFC1R1,Colon Tissue,0.0,0.2597067771390716
LUZP1,Colon Tissue,0.0,0.2595731923927679
PFKP,Colon Tissue,0.0,0.25951686208254676
RHOA,Colon Tissue,0.0,0.25943336211124324
PAQR4,Colon Tissue,0.0,0.25941015216971813
SULT2B1,Colon Tissue,0.0,0.2594014017198633
PDCD10,Colon Tissue,0.0,0.25903275890017413
KRCC1,Colon Tissue,0.0,0.2589864350237322
ESRRA,Colon Tissue,0.0,0.2589732847064717
RBX1,Colon Tissue,0.0,0.25867504367567506
RAB25,Colon Tissue,0.0,0.25860978180673566
MCU,Colon Tissue,0.0,0.25847712716874605
RPS14,Colon Tissue,1.7958984375,0.25822387160804144
TENT5A,Colon Tissue,0.0,0.25819917748281995
COX7A2L,Colon Tissue,0.0,0.25817409077117387
WSB1,Colon Tissue,0.0,0.2581319738674608
DIAPH1,Colon Tissue,0.0,0.2580985643010335
ABHD6,Colon Tissue,0.0,0.25801867323503197
SEC61B,Colon Tissue,0.0,0.2579436483630128
RAB11FIP1,Colon Tissue,0.0,0.25768642739520303
SLC30A10,Colon Tissue,0.0,0.25766768346889585
GALE,Colon Tissue,0.0,0.2575725598802207
VMP1,Colon Tissue,0.0,0.2575682585403962
LETM1,Colon Tissue,0.0,0.25739285456188554
GAK,Colon Tissue,0.0,0.25730302388430387
ERMP1,Colon Tissue,0.0,0.25725303231772395
NIPAL2,Colon Tissue,0.0,0.2563342614929803
CHMP4B,Colon Tissue,0.0,0.25617220715209044
SMIM7,Colon Tissue,0.0,0.25612835104003356
FGFBP1,Colon Tissue,0.0,0.25589850659099567
CTSA,Colon Tissue,0.0,0.2558973928792375
PTPRF,Colon Tissue,0.0,0.2558867743435399
INSIG2,Colon Tissue,0.0,0.25587232712412833
PPP1CC,Colon Tissue,0.0,0.2552163134324124
SRSF5,Colon Tissue,0.0,0.25505441945832835
RNF114,Colon Tissue,0.0,0.2548524631541214
TIMM13,Colon Tissue,0.0,0.2547442140446694
C11orf86,Colon Tissue,0.0,0.25474236107842607
TRAPPC6A,Colon Tissue,0.0,0.25469329930508544
PGP,Colon Tissue,0.0,0.25466374214726106
RTN4,Colon Tissue,0.0,0.2545209790214238
SH3GLB1,Colon Tissue,0.0,0.25450763517294167
GRAMD2B,Colon Tissue,0.0,0.25447048869312067
AZI2,Colon Tissue,0.0,0.2543609922037022
MTMR6,Colon Tissue,0.0,0.2543404682897279
PSMA2,Colon Tissue,0.0,0.2543392010947397
CLTA,Colon Tissue,0.0,0.25430241661136804
ATP6V0D1,Colon Tissue,0.0,0.2541910130317708
MIER3,Colon Tissue,0.0,0.25400547510564503
AHNAK,Colon Tissue,0.0,0.2539782223346561
GLOD5,Colon Tissue,0.0,0.2539007835690013
BCAP31,Colon Tissue,0.0,0.2538935203513095
TRPM4,Colon Tissue,0.0,0.2537490347912554
MFSD6,Colon Tissue,0.0,0.2533933372427536
KCNK5,Colon Tissue,0.0,0.2526430975518564
MYO1D,Colon Tissue,0.0,0.25261457514231217
IMPA1,Colon Tissue,0.0,0.2524838690915607
UBE2D2,Colon Tissue,0.0,0.2524232359566845
ERBB2,Colon Tissue,0.0,0.25222560681469075
YWHAB,Colon Tissue,0.0,0.2521385370749578
CLEC2D,Colon Tissue,0.0,0.2521262816078988
EIF4G2,Colon Tissue,0.0,0.25204695466359334
ERRFI1,Colon Tissue,0.0,0.2519142018540499
STXBP3,Colon Tissue,0.0,0.25184728889083424
CAPN5,Colon Tissue,0.0,0.25151234606156636
R3HDM4,Colon Tissue,0.0,0.25145925832512095
SMIM20,Colon Tissue,0.0,0.2513987688876663
SNF8,Colon Tissue,0.0,0.25132132748115826
ESD,Colon Tissue,0.0,0.25127749359187235
RNF128,Colon Tissue,0.0,0.2508849988890798
BRK1,Colon Tissue,0.0,0.25076836722544954
CASP3,Colon Tissue,0.0,0.25065333654356536
AUP1,Colon Tissue,0.0,0.25065039910193154
RTRAF,Colon Tissue,0.0,0.25050275167707686
MRPL34,Colon Tissue,0.0,0.2504546540161642
TOMM7,Colon Tissue,0.0,0.2502524129233572
RNF10,Colon Tissue,0.0,0.25021938230660756
ST3GAL4,Colon Tissue,0.0,0.24998550963577842
TFCP2L1,Colon Tissue,0.0,0.24983845809831595
LAD1,Colon Tissue,0.0,0.2492807333568857
VPS37B,Colon Tissue,0.0,0.24922467623736302
CHUK,Colon Tissue,0.0,0.2491321560637992
ARF4,Colon Tissue,0.0,0.24909795873432067
POR,Colon Tissue,0.0,0.24856549528528607
SOD1,Colon Tissue,0.0,0.24855291768814833
MRPS18C,Colon Tissue,0.0,0.24850493489735093
UFM1,Colon Tissue,0.0,0.2483396236075183
MSMO1,Colon Tissue,0.0,0.24815185852302457
MLX,Colon Tissue,0.0,0.24814995966996706
NOSTRIN,Colon Tissue,0.0,0.2481064562030786
PLLP,Colon Tissue,0.0,0.2479681632545285
STARD10,Colon Tissue,1.7421875,0.24791838738805302
TMEM238L,Colon Tissue,0.0,0.2478329636644195
LAMTOR5,Colon Tissue,0.0,0.2477869266498172
IL10RB,Colon Tissue,0.0,0.24773713031150646
CDX1,Colon Tissue,0.0,0.24766107246677335
USP53,Colon Tissue,0.0,0.24748805115181896
ITPKC,Colon Tissue,0.0,0.24736829602922428
ARFGAP3,Colon Tissue,0.0,0.24724820181897064
ZBTB7A,Colon Tissue,0.0,0.24723245332106886
PTPRH,Colon Tissue,0.0,0.24717004992542768
PPARD,Colon Tissue,0.0,0.24676829908807385
CLPTM1,Colon Tissue,0.0,0.24669164306542876
FZD5,Colon Tissue,0.0,0.2465772373145034
PITPNA,Colon Tissue,0.0,0.24655097674685866
PLEKHA3,Colon Tissue,0.0,0.24641202617892902
TMEM183A,Colon Tissue,0.0,0.24628493113874497
CRYBG2,Colon Tissue,0.0,0.2462819249986888
AAMDC,Colon Tissue,0.0,0.24625798751159084
STT3B,Colon Tissue,0.0,0.24624470930811249
CLTB,Colon Tissue,0.0,0.24615219041805042
MXI1,Colon Tissue,0.0,0.24605541427962033
PI4K2B,Colon Tissue,0.0,0.24596593220930318
EIF5AL1,Colon Tissue,1.7373046875,0.2457050092577164
ACTB,Colon Tissue,1.7392578125,0.2455808435020805
TRAK1,Colon Tissue,0.0,0.2453257046061454
CAPG,Colon Tissue,0.0,0.24516844872845542
BCAR1,Colon Tissue,0.0,0.24499870962968362
ANKRD9,Colon Tissue,0.0,0.2449807785558332
SGPP2,Colon Tissue,0.0,0.24488010676808686
KRAS,Colon Tissue,0.0,0.24470012836324107
SREBF2,Colon Tissue,0.0,0.24464986922041174
CHCHD3,Colon Tissue,0.0,0.24461416723855717
SEMA4G,Colon Tissue,0.0,0.2445401195452938
SCARB2,Colon Tissue,0.0,0.24436699117791325
ESRP1,Colon Tissue,0.0,0.24400432020570534
CCS,Colon Tissue,0.0,0.24392156710375756
RPL21,Colon Tissue,1.8046875,0.2437323790211803
OST4,Colon Tissue,0.0,0.24364509043868693
ABAT,Colon Tissue,0.0,0.24357875509526847
SDC4,Colon Tissue,0.0,0.24351212585779802
EIF4A1,Colon Tissue,0.0,0.24344456070480017
SUCLG1,Colon Tissue,0.0,0.2434121198220351
VTI1B,Colon Tissue,0.0,0.24332739832668626
ESYT2,Colon Tissue,0.0,0.24322437330429442
GNA13,Colon Tissue,0.0,0.24307546438143812
RHEB,Colon Tissue,0.0,0.2428554516208196
ANKRD40CL,Colon Tissue,0.0,0.24280332521751138
PAQR5,Colon Tissue,0.0,0.2427642806700765
KLF10,Colon Tissue,0.0,0.24262979148002645
MIER1,Colon Tissue,0.0,0.24262221300437892
RBM47,Colon Tissue,0.0,0.24251298193788756
FRYL,Colon Tissue,0.0,0.24247817054925136
NEDD9,Colon Tissue,0.0,0.24247033189364445
IMMT,Colon Tissue,0.0,0.24235836663818028
CORO1C,Colon Tissue,0.0,0.24227368077194045
USE1,Colon Tissue,0.0,0.24215471504850353
NEDD8,Colon Tissue,0.0,0.24208498135545312
LARP4B,Colon Tissue,0.0,0.24207646708106098
SORL1,Colon Tissue,0.0,0.24192495055728433
ITPR3,Colon Tissue,0.0,0.2418118987625196
CHMP6,Colon Tissue,0.0,0.2417236266596364
IFRD1,Colon Tissue,0.0,0.24165619121699392
TXN2,Colon Tissue,0.0,0.24142816049697347
CMAS,Colon Tissue,0.0,0.241319359265401
FAM214B,Colon Tissue,0.0,0.2412536206230285
IDH3B,Colon Tissue,0.0,0.2411318975432916
CUL3,Colon Tissue,0.0,0.24113095074924545
PPCS,Colon Tissue,0.0,0.24109212269284871
PISD,Colon Tissue,0.0,0.24103475892010418
YPEL5,Colon Tissue,0.0,0.24085874444231084
VPS37C,Colon Tissue,0.0,0.2408471644576306
GSTK1,Colon Tissue,0.0,0.24076742603188298
ATL2,Colon Tissue,0.0,0.24073898958426668
HOOK2,Colon Tissue,0.0,0.24073669834970945
RNF167,Colon Tissue,0.0,0.24062562506344423
KIF1C,Colon Tissue,0.0,0.24030568863114768
MYO18A,Colon Tissue,0.0,0.2401562421766557
NECTIN2,Colon Tissue,0.0,0.24010524287183926
SLC39A9,Colon Tissue,0.0,0.23996203329594856
CPT1A,Colon Tissue,0.0,0.23983787863920175
AOC1,Colon Tissue,0.0,0.23970788902025358
RAB18,Colon Tissue,0.0,0.239626567011327
CD151,Colon Tissue,0.0,0.2396134458231331
NR1D1,Colon Tissue,0.0,0.23955963367446784
TTC22,Colon Tissue,0.0,0.23953225709030754
NDUFS8,Colon Tissue,0.0,0.23948934927033527
TSPO,Colon Tissue,0.0,0.2393713097602956
ATG12,Colon Tissue,0.0,0.2393575985983244
NFKBIA,Colon Tissue,0.0,0.23930955784545418
CTSZ,Colon Tissue,0.0,0.23927815465690824
PYCARD,Colon Tissue,0.0,0.2392258557853537
NDFIP1,Colon Tissue,0.0,0.23908517852535285
ZCRB1,Colon Tissue,0.0,0.2389475403391388
SPECC1L,Colon Tissue,0.0,0.23891380475120597
BZW1,Colon Tissue,0.0,0.23875881910809854
GNAI2,Colon Tissue,0.0,0.23874241722398665
RPL29,Colon Tissue,1.748046875,0.23873630627054346
B3GNT2,Colon Tissue,0.0,0.23856269707965097
RALA,Colon Tissue,0.0,0.23855229324663435
TMEM30A,Colon Tissue,0.0,0.2385474127542042
MGRN1,Colon Tissue,0.0,0.23845042458269988
MPI,Colon Tissue,0.0,0.2383941551223714
ADAM10,Colon Tissue,0.0,0.23838489790700465
IRF6,Colon Tissue,0.0,0.23829262522674854
RPL17,Colon Tissue,1.818359375,0.23826628636777364
CMTM6,Colon Tissue,0.0,0.2381937946907354
MRPL42,Colon Tissue,0.0,0.23805623885975136
RHOD,Colon Tissue,0.0,0.2377757750167267
SNX13,Colon Tissue,0.0,0.23758611341768082
SLCO2A1,Colon Tissue,0.0,0.23752786817180996
PPP2R1A,Colon Tissue,0.0,0.23749015882152544
RPL18,Colon Tissue,1.8095703125,0.23731058903083396
MRPL30,Colon Tissue,0.0,0.23717610889056817
ACTR2,Colon Tissue,0.0,0.23712741326384054
BECN1,Colon Tissue,0.0,0.23695463030065772
SVBP,Colon Tissue,0.0,0.23686560426063252
ARFGEF1,Colon Tissue,0.0,0.23678578125177085
METTL26,Colon Tissue,0.0,0.23645846855288546
GALNT6,Colon Tissue,0.0,0.23629353359032435
RAB11B,Colon Tissue,0.0,0.23628657406041748
GOLM1,Colon Tissue,0.0,0.23625665982278135
PEDS1,Colon Tissue,0.0,0.23610656286777645
SELENOK,Colon Tissue,0.0,0.23600420131881447
ARL6IP1,Colon Tissue,0.0,0.23591349009835041
DNAJB11,Colon Tissue,0.0,0.23582540195653706
ADTRP,Colon Tissue,0.0,0.2356991794292913
STX3,Colon Tissue,0.0,0.23567388676504783
AFG3L2,Colon Tissue,0.0,0.23558902942737756
LEPROT,Colon Tissue,0.0,0.23550827516474204
ABLIM1,Colon Tissue,0.0,0.23548712348263015
RMND5A,Colon Tissue,0.0,0.23546151430561668
DGKQ,Colon Tissue,0.0,0.23543469467560768
TBC1D2,Colon Tissue,0.0,0.23541620359903043
